policy,training_seed,environment_seed,scenario,regime,raw_episode_reward,event_recall,missed_event_rate,total_energy_consumption,harvested_energy,final_battery,mean_aoi,p95_aoi,max_aoi,redundant_sampling,network_coverage,network_utility,samples_delivered,samples_requested,sample_rejections,channel_blocks,sleep_actions,sample_actions,sample_action_fraction
Refined QMIX,102.0,255,volatile,coordinated,105.9629999999999,0.5953757225433526,0.4046242774566474,11.445840000000011,27.953304344804867,0.19753815166714578,5.807291666666667,21.450000000000045,47.0,49.0,0.9800347222222222,0.5834888808606294,225,261,0,36,891,261,0.2265625
Refined QMIX,102.0,256,volatile,coordinated,214.46300000000008,0.6622807017543859,0.3377192982456141,12.74584000000003,27.687588439428538,0.12764261106498787,5.344618055555555,19.0,46.0,61.0,0.9913194444444444,0.6565317373294346,251,309,0,58,843,309,0.2682291666666667
Refined QMIX,102.0,257,volatile,coordinated,173.83300000000014,0.6118143459915611,0.38818565400843885,12.645840000000014,27.963188607256747,0.027526201991701922,5.137152777777778,19.0,47.0,63.0,0.9756944444444444,0.5969438584153773,249,298,0,49,854,298,0.2586805555555556
Refined QMIX,102.0,258,volatile,coordinated,121.66066666666664,0.5301204819277109,0.4698795180722891,11.495840000000044,27.984731946618965,0.25606029489067156,5.530381944444445,22.0,41.0,45.0,0.9267939814814815,0.4913124721106649,226,269,0,43,883,269,0.23350694444444445
Refined QMIX,102.0,259,volatile,coordinated,128.86766666666665,0.5461538461538461,0.4538461538461539,12.445840000000056,27.893626635205926,0.16368954614626963,4.736979166666667,16.0,38.0,63.0,0.9320023148148147,0.5090166488603988,245,286,0,41,866,286,0.2482638888888889
Refined QMIX,102.0,260,volatile,coordinated,208.18133333333327,0.5986159169550173,0.40138408304498274,13.345840000000045,27.697254408874727,0.038569932081739006,5.223090277777778,20.450000000000045,49.0,67.0,0.9560185185185186,0.5722879020889402,263,327,0,64,825,327,0.2838541666666667
Refined QMIX,102.0,261,volatile,coordinated,241.36300000000006,0.7075471698113207,0.2924528301886793,12.395840000000161,27.742416587635926,0.4691057734872119,5.083333333333333,18.0,40.0,52.0,0.9809027777777778,0.6940349842767295,244,283,0,39,869,283,0.2456597222222222
Refined QMIX,102.0,262,volatile,coordinated,93.62266666666665,0.5714285714285714,0.4285714285714286,10.795839999999984,27.942672104914493,0.016475880741579605,5.373263888888889,19.0,30.0,43.0,0.9554398148148147,0.5459656084656084,212,239,0,27,913,239,0.2074652777777778
Refined QMIX,102.0,263,volatile,coordinated,249.02899999999994,0.625,0.375,14.095840000000107,28.040497435208525,0.13358555482563264,4.595486111111111,18.0,38.0,68.0,0.9479166666666666,0.5924479166666666,278,332,0,54,820,332,0.2881944444444444
Refined QMIX,102.0,264,volatile,coordinated,140.51566666666653,0.6368715083798883,0.36312849162011174,11.495840000000078,27.75201512515734,0.34613592727280307,5.788194444444445,19.0,55.0,53.0,0.9814814814814815,0.6250775915580385,226,255,0,29,897,255,0.22135416666666666
Refined QMIX,102.0,265,volatile,coordinated,104.39333333333329,0.6013071895424836,0.39869281045751637,9.795839999999899,27.98375888147913,0.2135421387360083,5.824652777777778,20.0,36.0,37.0,0.9846643518518517,0.5920857540547082,192,225,0,33,927,225,0.1953125
Refined QMIX,102.0,266,volatile,coordinated,159.47600000000003,0.6064814814814815,0.3935185185185185,11.545840000000013,27.890752547560385,0.194254207300045,6.072916666666667,23.0,49.0,52.0,0.9592013888888888,0.5817378793724279,227,263,0,36,889,263,0.2282986111111111
